STATEFP,COUNTYFP,COUNTYNAME,year,heat_days
13,13045,Carroll,2007,60
13,13045,Carroll,2008,29
13,13045,Carroll,2009,68
13,13045,Carroll,2010,42
13,13045,Carroll,2011,86
13,13045,Carroll,2012,59
13,13045,Carroll,2013,3
13,13045,Carroll,2014,52
13,13045,Carroll,2015,43
13,13045,Carroll,2016,51
13,13045,Carroll,2017,9
13,13045,Carroll,2018,8
13,13045,Carroll,2019,42
13,13045,Carroll,2020,26
13,13045,Carroll,2021,12
13,13047,Catoosa,1979,3
13,13047,Catoosa,1980,32
13,13047,Catoosa,1981,15
13,13047,Catoosa,1982,3
13,13047,Catoosa,1983,13
13,13047,Catoosa,1984,0
13,13047,Catoosa,1985,8
13,13047,Catoosa,1986,41
13,13047,Catoosa,1987,15
13,13047,Catoosa,1988,31
13,13047,Catoosa,1989,0
13,13047,Catoosa,1990,10
13,13047,Catoosa,1991,3
13,13047,Catoosa,1992,2
13,13047,Catoosa,1993,25
13,13047,Catoosa,1994,0
13,13047,Catoosa,1995,23
13,13047,Catoosa,1996,6
13,13047,Catoosa,1997,7
13,13047,Catoosa,1998,17
13,13047,Catoosa,1999,21
13,13047,Catoosa,2000,29
13,13047,Catoosa,2001,2
13,13047,Catoosa,2002,16
13,13047,Catoosa,2003,0
13,13047,Catoosa,2004,3
13,13047,Catoosa,2005,11
13,13047,Catoosa,2006,31
13,13047,Catoosa,2007,71
13,13047,Catoosa,2008,27
13,13047,Catoosa,2009,67
13,13047,Catoosa,2010,48
13,13047,Catoosa,2011,69
13,13047,Catoosa,2012,46
13,13047,Catoosa,2013,2
13,13047,Catoosa,2014,17
13,13047,Catoosa,2015,37
13,13047,Catoosa,2016,66
13,13047,Catoosa,2017,11
13,13047,Catoosa,2018,14
13,13047,Catoosa,2019,37
13,13047,Catoosa,2020,18
13,13047,Catoosa,2021,10
13,13049,Charlton,1979,25
13,13049,Charlton,1980,56
13,13049,Charlton,1981,63
13,13049,Charlton,1982,22
13,13049,Charlton,1983,32
13,13049,Charlton,1984,28
13,13049,Charlton,1985,31
13,13049,Charlton,1986,47
13,13049,Charlton,1987,38
13,13049,Charlton,1988,35
13,13049,Charlton,1989,38
13,13049,Charlton,1990,88
13,13049,Charlton,1991,23
13,13049,Charlton,1992,25
13,13049,Charlton,1993,59
13,13049,Charlton,1994,19
13,13049,Charlton,1995,40
13,13049,Charlton,1996,33
13,13049,Charlton,1997,31
13,13049,Charlton,1998,78
13,13049,Charlton,1999,46
13,13049,Charlton,2000,63
13,13049,Charlton,2001,39
13,13049,Charlton,2002,44
13,13049,Charlton,2003,18
13,13049,Charlton,2004,49
13,13049,Charlton,2005,48
13,13049,Charlton,2006,63
13,13049,Charlton,2007,62
13,13049,Charlton,2008,50
13,13049,Charlton,2009,102
13,13049,Charlton,2010,106
13,13049,Charlton,2011,115
13,13049,Charlton,2012,53
13,13049,Charlton,2013,38
13,13049,Charlton,2014,90
13,13049,Charlton,2015,64
13,13049,Charlton,2016,82
13,13049,Charlton,2017,60
13,13049,Charlton,2018,59
13,13049,Charlton,2019,83
13,13049,Charlton,2020,62
13,13049,Charlton,2021,42
13,13051,Chatham,1979,34
13,13051,Chatham,1980,76
13,13051,Chatham,1981,62
13,13051,Chatham,1982,21
13,13051,Chatham,1983,49
13,13051,Chatham,1984,33
13,13051,Chatham,1985,35
13,13051,Chatham,1986,61
13,13051,Chatham,1987,43
13,13051,Chatham,1988,46
13,13051,Chatham,1989,40
13,13051,Chatham,1990,79
13,13051,Chatham,1991,35
13,13051,Chatham,1992,28
13,13051,Chatham,1993,75
13,13051,Chatham,1994,26
13,13051,Chatham,1995,45
13,13051,Chatham,1996,51
13,13051,Chatham,1997,30
13,13051,Chatham,1998,81
13,13051,Chatham,1999,50
13,13051,Chatham,2000,62
13,13051,Chatham,2001,40
13,13051,Chatham,2002,51
13,13051,Chatham,2003,6
13,13051,Chatham,2004,32
13,13051,Chatham,2005,26
13,13051,Chatham,2006,49
13,13051,Chatham,2007,44
13,13051,Chatham,2008,33
13,13051,Chatham,2009,87
13,13051,Chatham,2010,73
13,13051,Chatham,2011,103
13,13051,Chatham,2012,42
13,13051,Chatham,2013,11
13,13051,Chatham,2014,58
13,13051,Chatham,2015,54
13,13051,Chatham,2016,59
13,13051,Chatham,2017,35
13,13051,Chatham,2018,40
13,13051,Chatham,2019,78
13,13051,Chatham,2020,52
13,13051,Chatham,2021,34
13,13053,Chattahoochee,1979,30
13,13053,Chattahoochee,1980,62
13,13053,Chattahoochee,1981,61
13,13053,Chattahoochee,1982,19
13,13053,Chattahoochee,1983,32
13,13053,Chattahoochee,1984,14
13,13053,Chattahoochee,1985,31
13,13053,Chattahoochee,1986,67
13,13053,Chattahoochee,1987,33
13,13053,Chattahoochee,1988,51
13,13053,Chattahoochee,1989,13
13,13053,Chattahoochee,1990,65
13,13053,Chattahoochee,1991,19
13,13053,Chattahoochee,1992,19
13,13053,Chattahoochee,1993,58
13,13053,Chattahoochee,1994,3
13,13053,Chattahoochee,1995,53
13,13053,Chattahoochee,1996,28
13,13053,Chattahoochee,1997,30
13,13053,Chattahoochee,1998,74
13,13053,Chattahoochee,1999,55
13,13053,Chattahoochee,2000,79
13,13053,Chattahoochee,2001,19
13,13053,Chattahoochee,2002,50
13,13053,Chattahoochee,2003,11
13,13053,Chattahoochee,2004,30
13,13053,Chattahoochee,2005,34
13,13053,Chattahoochee,2006,69
13,13053,Chattahoochee,2007,84
13,13053,Chattahoochee,2008,51
13,13053,Chattahoochee,2009,99
13,13053,Chattahoochee,2010,97
13,13053,Chattahoochee,2011,111
13,13053,Chattahoochee,2012,96
13,13053,Chattahoochee,2013,37
13,13053,Chattahoochee,2014,88
13,13053,Chattahoochee,2015,66
13,13053,Chattahoochee,2016,98
13,13053,Chattahoochee,2017,33
13,13053,Chattahoochee,2018,55
13,13053,Chattahoochee,2019,96
13,13053,Chattahoochee,2020,78
13,13053,Chattahoochee,2021,51
13,13055,Chattooga,1979,4
13,13055,Chattooga,1980,33
13,13055,Chattooga,1981,16
13,13055,Chattooga,1982,2
13,13055,Chattooga,1983,13
13,13055,Chattooga,1984,0
13,13055,Chattooga,1985,8
13,13055,Chattooga,1986,40
13,13055,Chattooga,1987,13
13,13055,Chattooga,1988,31
13,13055,Chattooga,1989,0
13,13055,Chattooga,1990,17
13,13055,Chattooga,1991,2
13,13055,Chattooga,1992,4
13,13055,Chattooga,1993,23
13,13055,Chattooga,1994,0
13,13055,Chattooga,1995,24
13,13055,Chattooga,1996,7
13,13055,Chattooga,1997,7
13,13055,Chattooga,1998,16
13,13055,Chattooga,1999,21
13,13055,Chattooga,2000,36
13,13055,Chattooga,2001,3
13,13055,Chattooga,2002,15
13,13055,Chattooga,2003,0
13,13055,Chattooga,2004,6
13,13055,Chattooga,2005,12
13,13055,Chattooga,2006,32
13,13055,Chattooga,2007,69
13,13055,Chattooga,2008,31
13,13055,Chattooga,2009,68
13,13055,Chattooga,2010,55
13,13055,Chattooga,2011,77
13,13055,Chattooga,2012,60
13,13055,Chattooga,2013,10
13,13055,Chattooga,2014,26
13,13055,Chattooga,2015,46
13,13055,Chattooga,2016,67
13,13055,Chattooga,2017,13
13,13055,Chattooga,2018,22
13,13055,Chattooga,2019,44
13,13055,Chattooga,2020,21
13,13055,Chattooga,2021,12
13,13057,Cherokee,1979,5
13,13057,Cherokee,1980,31
13,13057,Cherokee,1981,21
13,13057,Cherokee,1982,2
13,13057,Cherokee,1983,15
13,13057,Cherokee,1984,1
13,13057,Cherokee,1985,6
13,13057,Cherokee,1986,48
13,13057,Cherokee,1987,15
13,13057,Cherokee,1988,30
13,13057,Cherokee,1989,0
13,13057,Cherokee,1990,17
13,13057,Cherokee,1991,1
13,13057,Cherokee,1992,6
13,13057,Cherokee,1993,19
13,13057,Cherokee,1994,0
13,13057,Cherokee,1995,23
13,13057,Cherokee,1996,6
13,13057,Cherokee,1997,6
13,13057,Cherokee,1998,16
13,13057,Cherokee,1999,25
13,13057,Cherokee,2000,35
13,13057,Cherokee,2001,2
13,13057,Cherokee,2002,21
13,13057,Cherokee,2003,0
13,13057,Cherokee,2004,5
13,13057,Cherokee,2005,10
13,13057,Cherokee,2006,28
13,13057,Cherokee,2007,63
13,13057,Cherokee,2008,29
13,13057,Cherokee,2009,70
13,13057,Cherokee,2010,49
13,13057,Cherokee,2011,83
13,13057,Cherokee,2012,59
13,13057,Cherokee,2013,10
13,13057,Cherokee,2014,34
13,13057,Cherokee,2015,44
13,13057,Cherokee,2016,59
13,13057,Cherokee,2017,13
13,13057,Cherokee,2018,13
13,13057,Cherokee,2019,41
13,13057,Cherokee,2020,27
13,13057,Cherokee,2021,12
13,13059,Clarke,1979,15
13,13059,Clarke,1980,45
13,13059,Clarke,1981,46
13,13059,Clarke,1982,8
13,13059,Clarke,1983,26
13,13059,Clarke,1984,6
13,13059,Clarke,1985,23
13,13059,Clarke,1986,63
13,13059,Clarke,1987,29
13,13059,Clarke,1988,51
13,13059,Clarke,1989,9
13,13059,Clarke,1990,29
13,13059,Clarke,1991,17
13,13059,Clarke,1992,8
13,13059,Clarke,1993,39
13,13059,Clarke,1994,2
13,13059,Clarke,1995,26
13,13059,Clarke,1996,15
13,13059,Clarke,1997,12
13,13059,Clarke,1998,35
13,13059,Clarke,1999,48
13,13059,Clarke,2000,51
13,13059,Clarke,2001,11
13,13059,Clarke,2002,53
13,13059,Clarke,2003,0
13,13059,Clarke,2004,18
13,13059,Clarke,2005,15
13,13059,Clarke,2006,52
13,13059,Clarke,2007,79
13,13059,Clarke,2008,58
13,13059,Clarke,2009,88
13,13059,Clarke,2010,71
13,13059,Clarke,2011,100
13,13059,Clarke,2012,73
13,13059,Clarke,2013,14
13,13059,Clarke,2014,75
13,13059,Clarke,2015,56
13,13059,Clarke,2016,74
13,13059,Clarke,2017,32
13,13059,Clarke,2018,50
13,13059,Clarke,2019,68
13,13059,Clarke,2020,46
13,13059,Clarke,2021,34
13,13061,Clay,1979,28
13,13061,Clay,1980,61
13,13061,Clay,1981,58
13,13061,Clay,1982,21
13,13061,Clay,1983,30
13,13061,Clay,1984,20
13,13061,Clay,1985,30
13,13061,Clay,1986,68
13,13061,Clay,1987,36
13,13061,Clay,1988,37
13,13061,Clay,1989,20
13,13061,Clay,1990,69
13,13061,Clay,1991,20
13,13061,Clay,1992,19
13,13061,Clay,1993,57
13,13061,Clay,1994,6
13,13061,Clay,1995,53
13,13061,Clay,1996,38
13,13061,Clay,1997,33
13,13061,Clay,1998,83
13,13061,Clay,1999,52
13,13061,Clay,2000,92
13,13061,Clay,2001,20
13,13061,Clay,2002,52
13,13061,Clay,2003,14
13,13061,Clay,2004,38
13,13061,Clay,2005,42
13,13061,Clay,2006,78
13,13061,Clay,2007,86
13,13061,Clay,2008,49
13,13061,Clay,2009,104
13,13061,Clay,2010,99
13,13061,Clay,2011,120
13,13061,Clay,2012,89
13,13061,Clay,2013,42
13,13061,Clay,2014,91
13,13061,Clay,2015,70
13,13061,Clay,2016,92
13,13061,Clay,2017,36
13,13061,Clay,2018,65
13,13061,Clay,2019,106
13,13061,Clay,2020,79
13,13061,Clay,2021,57
13,13063,Clayton,1979,12
13,13063,Clayton,1980,35
13,13063,Clayton,1981,36
13,13063,Clayton,1982,3
13,13063,Clayton,1983,23
13,13063,Clayton,1984,3
13,13063,Clayton,1985,13
13,13063,Clayton,1986,52
13,13063,Clayton,1987,19
13,13063,Clayton,1988,35
13,13063,Clayton,1989,3
13,13063,Clayton,1990,27
13,13063,Clayton,1991,6
13,13063,Clayton,1992,6
13,13063,Clayton,1993,26
13,13063,Clayton,1994,0
13,13063,Clayton,1995,27
13,13063,Clayton,1996,11
13,13063,Clayton,1997,9
13,13063,Clayton,1998,28
13,13063,Clayton,1999,40
13,13063,Clayton,2000,49
13,13063,Clayton,2001,6
13,13063,Clayton,2002,32
13,13063,Clayton,2003,0
13,13063,Clayton,2004,10
13,13063,Clayton,2005,11
13,13063,Clayton,2006,34
13,13063,Clayton,2007,62
13,13063,Clayton,2008,42
13,13063,Clayton,2009,81
13,13063,Clayton,2010,67
13,13063,Clayton,2011,93
13,13063,Clayton,2012,71
13,13063,Clayton,2013,14
13,13063,Clayton,2014,62
13,13063,Clayton,2015,48
13,13063,Clayton,2016,66
13,13063,Clayton,2017,16
13,13063,Clayton,2018,32
13,13063,Clayton,2019,59
13,13063,Clayton,2020,36
13,13063,Clayton,2021,24
13,13065,Clinch,1979,25
13,13065,Clinch,1980,64
13,13065,Clinch,1981,68
13,13065,Clinch,1982,17
13,13065,Clinch,1983,28
13,13065,Clinch,1984,23
13,13065,Clinch,1985,34
13,13065,Clinch,1986,54
13,13065,Clinch,1987,41
13,13065,Clinch,1988,44
13,13065,Clinch,1989,34
13,13065,Clinch,1990,93
13,13065,Clinch,1991,18
13,13065,Clinch,1992,22
13,13065,Clinch,1993,66
13,13065,Clinch,1994,9
13,13065,Clinch,1995,41
13,13065,Clinch,1996,41
13,13065,Clinch,1997,32
13,13065,Clinch,1998,79
13,13065,Clinch,1999,52
13,13065,Clinch,2000,64
13,13065,Clinch,2001,23
13,13065,Clinch,2002,52
13,13065,Clinch,2003,16
13,13065,Clinch,2004,52
13,13065,Clinch,2005,42
13,13065,Clinch,2006,82
13,13065,Clinch,2007,78
13,13065,Clinch,2008,55
13,13065,Clinch,2009,112
13,13065,Clinch,2010,116
13,13065,Clinch,2011,117
13,13065,Clinch,2012,59
13,13065,Clinch,2013,39
13,13065,Clinch,2014,101
13,13065,Clinch,2015,78
13,13065,Clinch,2016,80
13,13065,Clinch,2017,62
13,13065,Clinch,2018,62
13,13065,Clinch,2019,98
13,13065,Clinch,2020,72
13,13065,Clinch,2021,49
13,13067,Cobb,1979,9
13,13067,Cobb,1980,35
13,13067,Cobb,1981,27
13,13067,Cobb,1982,2
13,13067,Cobb,1983,20
13,13067,Cobb,1984,2
13,13067,Cobb,1985,9
13,13067,Cobb,1986,49
13,13067,Cobb,1987,17
13,13067,Cobb,1988,32
13,13067,Cobb,1989,2
13,13067,Cobb,1990,21
13,13067,Cobb,1991,5
13,13067,Cobb,1992,6
13,13067,Cobb,1993,22
13,13067,Cobb,1994,0
13,13067,Cobb,1995,24
13,13067,Cobb,1996,8
13,13067,Cobb,1997,6
13,13067,Cobb,1998,19
13,13067,Cobb,1999,34
13,13067,Cobb,2000,46
13,13067,Cobb,2001,4
13,13067,Cobb,2002,24
13,13067,Cobb,2003,0
13,13067,Cobb,2004,8
13,13067,Cobb,2005,11
13,13067,Cobb,2006,31
13,13067,Cobb,2007,63
13,13067,Cobb,2008,36
13,13067,Cobb,2009,75
13,13067,Cobb,2010,52
13,13067,Cobb,2011,89
13,13067,Cobb,2012,64
13,13067,Cobb,2013,12
13,13067,Cobb,2014,52
13,13067,Cobb,2015,46
13,13067,Cobb,2016,63
13,13067,Cobb,2017,16
13,13067,Cobb,2018,19
13,13067,Cobb,2019,49
13,13067,Cobb,2020,32
13,13067,Cobb,2021,15
13,13069,Coffee,1979,28
13,13069,Coffee,1980,75
13,13069,Coffee,1981,76
13,13069,Coffee,1982,17
13,13069,Coffee,1983,34
13,13069,Coffee,1984,24
13,13069,Coffee,1985,40
13,13069,Coffee,1986,64
13,13069,Coffee,1987,46
13,13069,Coffee,1988,47
13,13069,Coffee,1989,32
13,13069,Coffee,1990,93
13,13069,Coffee,1991,24
13,13069,Coffee,1992,17
13,13069,Coffee,1993,72
13,13069,Coffee,1994,6
13,13069,Coffee,1995,52
13,13069,Coffee,1996,47
13,13069,Coffee,1997,38
13,13069,Coffee,1998,78
13,13069,Coffee,1999,58
13,13069,Coffee,2000,61
13,13069,Coffee,2001,23
13,13069,Coffee,2002,56
13,13069,Coffee,2003,15
13,13069,Coffee,2004,61
13,13069,Coffee,2005,39
13,13069,Coffee,2006,85
13,13069,Coffee,2007,78
13,13069,Coffee,2008,69
13,13069,Coffee,2009,110
13,13069,Coffee,2010,107
13,13069,Coffee,2011,117
13,13069,Coffee,2012,65
13,13069,Coffee,2013,28
13,13069,Coffee,2014,100
13,13069,Coffee,2015,76
13,13069,Coffee,2016,82
13,13069,Coffee,2017,55
13,13069,Coffee,2018,59
13,13069,Coffee,2019,103
13,13069,Coffee,2020,67
13,13069,Coffee,2021,50
13,13071,Colquitt,1979,19
13,13071,Colquitt,1980,58
13,13071,Colquitt,1981,64
13,13071,Colquitt,1982,15
13,13071,Colquitt,1983,25
13,13071,Colquitt,1984,9
13,13071,Colquitt,1985,29
13,13071,Colquitt,1986,53
13,13071,Colquitt,1987,23
13,13071,Colquitt,1988,29
13,13071,Colquitt,1989,22
13,13071,Colquitt,1990,78
13,13071,Colquitt,1991,7
13,13071,Colquitt,1992,12
13,13071,Colquitt,1993,51
13,13071,Colquitt,1994,2
13,13071,Colquitt,1995,36
13,13071,Colquitt,1996,35
13,13071,Colquitt,1997,29
13,13071,Colquitt,1998,71
13,13071,Colquitt,1999,50
13,13071,Colquitt,2000,80
13,13071,Colquitt,2001,11
13,13071,Colquitt,2002,47
13,13071,Colquitt,2003,6
13,13071,Colquitt,2004,44
13,13071,Colquitt,2005,33
13,13071,Colquitt,2006,76
13,13071,Colquitt,2007,87
13,13071,Colquitt,2008,48
13,13071,Colquitt,2009,107
13,13071,Colquitt,2010,94
13,13071,Colquitt,2011,117
13,13071,Colquitt,2012,76
13,13071,Colquitt,2013,27
13,13071,Colquitt,2014,93
13,13071,Colquitt,2015,64
13,13071,Colquitt,2016,78
13,13071,Colquitt,2017,37
13,13071,Colquitt,2018,44
13,13071,Colquitt,2019,93
13,13071,Colquitt,2020,73
13,13071,Colquitt,2021,35
13,13073,Columbia,1979,29
13,13073,Columbia,1980,78
13,13073,Columbia,1981,57
13,13073,Columbia,1982,20
13,13073,Columbia,1983,40
13,13073,Columbia,1984,18
13,13073,Columbia,1985,43
13,13073,Columbia,1986,76
13,13073,Columbia,1987,49
13,13073,Columbia,1988,62
13,13073,Columbia,1989,31
13,13073,Columbia,1990,61
13,13073,Columbia,1991,25
13,13073,Columbia,1992,20
13,13073,Columbia,1993,63
13,13073,Columbia,1994,10
13,13073,Columbia,1995,38
13,13073,Columbia,1996,26
13,13073,Columbia,1997,30
13,13073,Columbia,1998,63
13,13073,Columbia,1999,62
13,13073,Columbia,2000,76
13,13073,Columbia,2001,33
13,13073,Columbia,2002,72
13,13073,Columbia,2003,8
13,13073,Columbia,2004,42
13,13073,Columbia,2005,45
13,13073,Columbia,2006,67
13,13073,Columbia,2007,85
13,13073,Columbia,2008,77
13,13073,Columbia,2009,107
13,13073,Columbia,2010,95
13,13073,Columbia,2011,115
13,13073,Columbia,2012,77
13,13073,Columbia,2013,20
13,13073,Columbia,2014,87
13,13073,Columbia,2015,74
13,13073,Columbia,2016,84
13,13073,Columbia,2017,68
13,13073,Columbia,2018,88
13,13073,Columbia,2019,100
13,13073,Columbia,2020,60
13,13073,Columbia,2021,44
13,13075,Cook,1979,24
13,13075,Cook,1980,66
13,13075,Cook,1981,69
13,13075,Cook,1982,16
13,13075,Cook,1983,27
13,13075,Cook,1984,11
13,13075,Cook,1985,37
13,13075,Cook,1986,50
13,13075,Cook,1987,29
13,13075,Cook,1988,35
13,13075,Cook,1989,28
13,13075,Cook,1990,87
13,13075,Cook,1991,9
13,13075,Cook,1992,17
13,13075,Cook,1993,61
13,13075,Cook,1994,4
13,13075,Cook,1995,40
13,13075,Cook,1996,43
13,13075,Cook,1997,32
13,13075,Cook,1998,75
13,13075,Cook,1999,47
13,13075,Cook,2000,72
13,13075,Cook,2001,16
13,13075,Cook,2002,55
13,13075,Cook,2003,11
13,13075,Cook,2004,49
13,13075,Cook,2005,34
13,13075,Cook,2006,83
13,13075,Cook,2007,86
13,13075,Cook,2008,63
13,13075,Cook,2009,110
13,13075,Cook,2010,100
13,13075,Cook,2011,117
13,13075,Cook,2012,67
13,13075,Cook,2013,30
13,13075,Cook,2014,99
13,13075,Cook,2015,71
13,13075,Cook,2016,85
13,13075,Cook,2017,53
13,13075,Cook,2018,52
13,13075,Cook,2019,96
13,13075,Cook,2020,71
13,13075,Cook,2021,43
13,13077,Coweta,1979,12
13,13077,Coweta,1980,36
13,13077,Coweta,1981,35
13,13077,Coweta,1982,5
13,13077,Coweta,1983,17
13,13077,Coweta,1984,3
13,13077,Coweta,1985,12
13,13077,Coweta,1986,56
13,13077,Coweta,1987,18
13,13077,Coweta,1988,32
13,13077,Coweta,1989,3
13,13077,Coweta,1990,26
13,13077,Coweta,1991,6
13,13077,Coweta,1992,6
13,13077,Coweta,1993,27
13,13077,Coweta,1994,1
13,13077,Coweta,1995,28
13,13077,Coweta,1996,11
13,13077,Coweta,1997,9
13,13077,Coweta,1998,26
13,13077,Coweta,1999,37
13,13077,Coweta,2000,53
13,13077,Coweta,2001,4
13,13077,Coweta,2002,29
13,13077,Coweta,2003,0
13,13077,Coweta,2004,10
13,13077,Coweta,2005,12
13,13077,Coweta,2006,37
13,13077,Coweta,2007,65
13,13077,Coweta,2008,41
13,13077,Coweta,2009,81
13,13077,Coweta,2010,68
13,13077,Coweta,2011,90
13,13077,Coweta,2012,68
13,13077,Coweta,2013,12
13,13077,Coweta,2014,60
13,13077,Coweta,2015,50
13,13077,Coweta,2016,65
13,13077,Coweta,2017,15
13,13077,Coweta,2018,27
13,13077,Coweta,2019,54
13,13077,Coweta,2020,35
13,13077,Coweta,2021,25
13,13079,Crawford,1979,28
13,13079,Crawford,1980,75
13,13079,Crawford,1981,62
13,13079,Crawford,1982,14
13,13079,Crawford,1983,35
13,13079,Crawford,1984,13
13,13079,Crawford,1985,41
13,13079,Crawford,1986,69
13,13079,Crawford,1987,34
13,13079,Crawford,1988,52
13,13079,Crawford,1989,18
13,13079,Crawford,1990,60
13,13079,Crawford,1991,19
13,13079,Crawford,1992,16
13,13079,Crawford,1993,61
13,13079,Crawford,1994,2
13,13079,Crawford,1995,49
13,13079,Crawford,1996,26
13,13079,Crawford,1997,30
13,13079,Crawford,1998,66
13,13079,Crawford,1999,62
13,13079,Crawford,2000,81
13,13079,Crawford,2001,11
13,13079,Crawford,2002,53
13,13079,Crawford,2003,3
13,13079,Crawford,2004,39
13,13079,Crawford,2005,30
13,13079,Crawford,2006,74
13,13079,Crawford,2007,75
13,13079,Crawford,2008,59
13,13079,Crawford,2009,99
13,13079,Crawford,2010,98
13,13079,Crawford,2011,112
13,13079,Crawford,2012,89
13,13079,Crawford,2013,22
13,13079,Crawford,2014,102
13,13079,Crawford,2015,65
13,13079,Crawford,2016,98
13,13079,Crawford,2017,35
13,13079,Crawford,2018,73
13,13079,Crawford,2019,107
13,13079,Crawford,2020,62
13,13079,Crawford,2021,47
13,13081,Crisp,1979,30
13,13081,Crisp,1980,76
13,13081,Crisp,1981,79
13,13081,Crisp,1982,17
13,13081,Crisp,1983,36
13,13081,Crisp,1984,19
13,13081,Crisp,1985,43
13,13081,Crisp,1986,79
13,13081,Crisp,1987,36
13,13081,Crisp,1988,51
13,13081,Crisp,1989,23
13,13081,Crisp,1990,82
13,13081,Crisp,1991,20
13,13081,Crisp,1992,20
13,13081,Crisp,1993,63
13,13081,Crisp,1994,2
13,13081,Crisp,1995,50
13,13081,Crisp,1996,38
13,13081,Crisp,1997,30
13,13081,Crisp,1998,74
13,13081,Crisp,1999,65
13,13081,Crisp,2000,83
13,13081,Crisp,2001,19
13,13081,Crisp,2002,61
13,13081,Crisp,2003,10
13,13081,Crisp,2004,46
13,13081,Crisp,2005,35
13,13081,Crisp,2006,83
13,13081,Crisp,2007,82
13,13081,Crisp,2008,72
13,13081,Crisp,2009,109
13,13081,Crisp,2010,105
13,13081,Crisp,2011,116
13,13081,Crisp,2012,87
13,13081,Crisp,2013,30
13,13081,Crisp,2014,103
13,13081,Crisp,2015,75
13,13081,Crisp,2016,102
13,13081,Crisp,2017,40
13,13081,Crisp,2018,60
13,13081,Crisp,2019,110
13,13081,Crisp,2020,73
13,13081,Crisp,2021,44
13,13083,Dade,1979,2
13,13083,Dade,1980,20
13,13083,Dade,1981,5
13,13083,Dade,1982,0
13,13083,Dade,1983,6
13,13083,Dade,1984,0
13,13083,Dade,1985,0
13,13083,Dade,1986,22
13,13083,Dade,1987,2
13,13083,Dade,1988,18
13,13083,Dade,1989,0
13,13083,Dade,1990,5
13,13083,Dade,1991,0
13,13083,Dade,1992,0
13,13083,Dade,1993,5
13,13083,Dade,1994,0
13,13083,Dade,1995,10
13,13083,Dade,1996,0
13,13083,Dade,1997,4
13,13083,Dade,1998,6
13,13083,Dade,1999,11
13,13083,Dade,2000,11
13,13083,Dade,2001,1
13,13083,Dade,2002,6
13,13083,Dade,2003,0
13,13083,Dade,2004,0
13,13083,Dade,2005,5
13,13083,Dade,2006,24
13,13083,Dade,2007,55
13,13083,Dade,2008,17
13,13083,Dade,2009,45
13,13083,Dade,2010,26
13,13083,Dade,2011,47
13,13083,Dade,2012,34
13,13083,Dade,2013,0
13,13083,Dade,2014,7
13,13083,Dade,2015,19
13,13083,Dade,2016,33
13,13083,Dade,2017,3
13,13083,Dade,2018,2
13,13083,Dade,2019,19
13,13083,Dade,2020,2
13,13083,Dade,2021,3
13,13085,Dawson,1979,2
13,13085,Dawson,1980,15
13,13085,Dawson,1981,4
13,13085,Dawson,1982,0
13,13085,Dawson,1983,7
13,13085,Dawson,1984,0
13,13085,Dawson,1985,0
13,13085,Dawson,1986,29
13,13085,Dawson,1987,1
13,13085,Dawson,1988,15
13,13085,Dawson,1989,0
13,13085,Dawson,1990,2
13,13085,Dawson,1991,0
13,13085,Dawson,1992,0
13,13085,Dawson,1993,8
13,13085,Dawson,1994,0
13,13085,Dawson,1995,7
13,13085,Dawson,1996,0
13,13085,Dawson,1997,2
13,13085,Dawson,1998,4
13,13085,Dawson,1999,9
13,13085,Dawson,2000,8
13,13085,Dawson,2001,0
13,13085,Dawson,2002,7
13,13085,Dawson,2003,0
13,13085,Dawson,2004,0
13,13085,Dawson,2005,3
13,13085,Dawson,2006,10
13,13085,Dawson,2007,33
13,13085,Dawson,2008,12
13,13085,Dawson,2009,39
13,13085,Dawson,2010,14
13,13085,Dawson,2011,51
13,13085,Dawson,2012,28
13,13085,Dawson,2013,0
13,13085,Dawson,2014,11
13,13085,Dawson,2015,14
13,13085,Dawson,2016,16
13,13085,Dawson,2017,1
13,13085,Dawson,2018,1
13,13085,Dawson,2019,5
13,13085,Dawson,2020,2
13,13085,Dawson,2021,4
13,13087,Decatur,1979,22
13,13087,Decatur,1980,60
13,13087,Decatur,1981,61
13,13087,Decatur,1982,18
13,13087,Decatur,1983,26
13,13087,Decatur,1984,15
13,13087,Decatur,1985,27
13,13087,Decatur,1986,68
13,13087,Decatur,1987,27
13,13087,Decatur,1988,29
13,13087,Decatur,1989,20
13,13087,Decatur,1990,76
13,13087,Decatur,1991,14
13,13087,Decatur,1992,14
13,13087,Decatur,1993,60
13,13087,Decatur,1994,5
13,13087,Decatur,1995,43
13,13087,Decatur,1996,34
13,13087,Decatur,1997,28
13,13087,Decatur,1998,80
13,13087,Decatur,1999,53
13,13087,Decatur,2000,89
13,13087,Decatur,2001,19
13,13087,Decatur,2002,56
13,13087,Decatur,2003,9
13,13087,Decatur,2004,49
13,13087,Decatur,2005,41
13,13087,Decatur,2006,84
13,13087,Decatur,2007,100
13,13087,Decatur,2008,49
13,13087,Decatur,2009,109
13,13087,Decatur,2010,98
13,13087,Decatur,2011,123
13,13087,Decatur,2012,85
13,13087,Decatur,2013,49
13,13087,Decatur,2014,95
13,13087,Decatur,2015,73
13,13087,Decatur,2016,81
13,13087,Decatur,2017,43
13,13087,Decatur,2018,54
13,13087,Decatur,2019,102
13,13087,Decatur,2020,79
13,13087,Decatur,2021,42
13,13089,DeKalb,1979,12
